0.90837,seed_0_665.png,1
0.90837,seed_1_3951.png,0
0.90837,seed_0_269.png,0
0.90837,seed_2_3552.png,1
0.91471,seed_1_4411.png,0
0.91471,seed_2_1952.png,1
0.91471,seed_2_2148.png,1
0.91471,seed_2_3252.png,1
0.91896,seed_0_278.png,0
0.91896,seed_0_677.png,1
0.91938,seed_1_3962.png,1
0.91938,seed_2_3565.png,1
0.92045,seed_2_2154.png,1
0.92045,seed_1_4048.png,1
0.92045,seed_0_306.png,0
0.92045,seed_2_2155.png,1
0.92045,seed_2_2153.png,1
0.92045,seed_2_1824.png,1
0.92045,seed_0_667.png,1
0.92045,seed_1_4412.png,0
0.92203,seed_2_1617.png,0
0.92203,seed_0_670.png,1
0.92262,seed_0_282.png,0
0.92293,seed_0_673.png,1
0.92356,seed_1_3957.png,1
0.92356,seed_1_4404.png,1
0.92356,seed_2_1632.png,0
0.92436,seed_1_3966.png,0
0.92436,seed_2_1631.png,1
0.92491,seed_2_1626.png,0
0.92491,seed_2_1616.png,0
0.9262,seed_2_1624.png,1
0.9262,seed_0_274.png,0
0.9262,seed_1_3965.png,1
0.9262,seed_2_2146.png,0
0.9262,seed_2_1950.png,0
0.9262,seed_1_3956.png,1
0.9262,seed_2_2656.png,0
0.92631,seed_2_1619.png,1
0.92631,seed_2_3256.png,1
0.92631,seed_2_2651.png,1
0.92631,seed_1_3960.png,0
0.92631,seed_2_3257.png,0
0.92631,seed_1_4400.png,1
0.92631,seed_2_1953.png,0
0.92637,seed_2_3566.png,0
0.92637,seed_0_679.png,0
0.92637,seed_0_302.png,0
0.92676,seed_2_3554.png,0
0.92676,seed_2_3534.png,0
0.92676,seed_1_3832.png,0
0.92736,seed_0_288.png,1
0.92736,seed_2_1629.png,0
0.92793,seed_2_3536.png,1
0.92793,seed_0_280.png,0
0.92793,seed_1_4413.png,1
0.92797,seed_1_4402.png,0
0.92797,seed_2_3563.png,0
0.92847,seed_1_3952.png,1
0.92866,seed_2_2653.png,1
0.92866,seed_2_3247.png,0
0.92866,seed_2_1951.png,0
0.92866,seed_2_2658.png,1
0.92893,seed_2_2159.png,1
0.92911,seed_1_4424.png,0
0.92911,seed_2_1620.png,0
0.92923,seed_0_297.png,0
0.92923,seed_1_4391.png,1
0.92923,seed_2_1849.png,0
0.92923,seed_1_3955.png,0
0.92923,seed_0_663.png,1
0.92954,seed_0_661.png,1
0.9297,seed_2_1944.png,1
0.9297,seed_2_1957.png,1
0.9297,seed_0_662.png,0
0.9297,seed_2_3248.png,1
0.92971,seed_2_2147.png,0
0.92971,seed_2_1853.png,0
0.92971,seed_2_1835.png,0
0.92971,seed_2_2993.png,0
0.92971,seed_2_2157.png,0
0.92971,seed_2_1625.png,1
0.92971,seed_2_3410.png,0
0.92971,seed_2_3251.png,0
0.92971,seed_2_1850.png,1
0.92971,seed_2_2986.png,1
0.92977,seed_2_1954.png,1
0.92977,seed_1_4392.png,0
0.92977,seed_0_674.png,0
0.92993,seed_0_273.png,1
0.93008,seed_2_1618.png,1
0.93032,seed_2_1621.png,1
0.93087,seed_2_3569.png,1
0.93087,seed_2_1949.png,1
0.93087,seed_2_1946.png,1
0.93087,seed_0_290.png,1
0.93087,seed_0_675.png,1
0.93088,seed_2_3555.png,0
0.93088,seed_2_3538.png,1
0.93088,seed_2_1628.png,1
0.93088,seed_0_1038.png,1
0.93088,seed_1_4416.png,0
0.93088,seed_1_3961.png,0
0.93089,seed_2_3009.png,1
0.9309,seed_2_3567.png,0
0.9309,seed_0_295.png,0
0.9309,seed_0_1018.png,0
0.93095,seed_0_287.png,0
0.93161,seed_2_3254.png,1
0.93161,seed_2_1828.png,0
0.9318,seed_1_3808.png,1
0.93212,seed_1_4396.png,0
0.93212,seed_1_3964.png,1
0.93212,seed_0_268.png,1
0.93212,seed_0_298.png,1
0.93212,seed_0_671.png,1
0.9325,seed_1_3968.png,0
0.9325,seed_0_669.png,1
0.93253,seed_2_1825.png,0
0.93253,seed_2_1956.png,0
0.93278,seed_0_678.png,1
0.93294,seed_2_3003.png,0
0.93305,seed_1_4397.png,0
0.93305,seed_1_3958.png,1
0.93309,seed_0_680.png,0
0.93309,seed_1_3950.png,1
0.93329,seed_2_1840.png,1
0.93347,seed_0_666.png,0
0.93421,seed_2_2657.png,0
0.93421,seed_2_3250.png,1
0.93421,seed_2_3007.png,0
0.93457,seed_0_272.png,0
0.93492,seed_2_3155.png,0
0.93492,seed_1_4420.png,0
0.93505,seed_2_3006.png,0
0.93561,seed_2_1947.png,1
0.93578,seed_2_3018.png,0
0.93584,seed_2_2655.png,1
0.93672,seed_2_3014.png,1
0.93701,seed_1_4387.png,1
0.93777,seed_2_1827.png,0
0.93777,seed_2_3249.png,0
0.93799,seed_2_1834.png,1
0.93819,seed_1_4414.png,1
0.9394,seed_0_1015.png,0
